Slug,Links
https://www.crunchbase.com/organization/quibi,abc
https://www.crunchbase.com/organization/remedy-labs-inc,
https://www.crunchbase.com/organization/cardiodx,
https://www.crunchbase.com/organization/koudai,
https://www.crunchbase.com/organization/repro,
https://www.crunchbase.com/organization/achaogen,
https://www.crunchbase.com/organization/quantopian,
https://www.crunchbase.com/organization/family-office,
https://www.crunchbase.com/organization/chrono-therapeutics,
https://www.crunchbase.com/organization/monsieur,
https://www.crunchbase.com/organization/hingeto,
https://www.crunchbase.com/organization/livelike,
https://www.crunchbase.com/organization/lilith-games,
https://www.crunchbase.com/organization/click-fox,
https://www.crunchbase.com/organization/cleanly,
https://www.crunchbase.com/organization/partnered,
https://www.crunchbase.com/organization/shyp,
https://www.crunchbase.com/organization/stayzilla,
https://www.crunchbase.com/organization/sentient,
https://www.crunchbase.com/organization/basecoin,
https://www.crunchbase.com/organization/sitehands,
https://www.crunchbase.com/organization/bitcasa,
https://www.crunchbase.com/organization/crowdfunder-2,
https://www.crunchbase.com/organization/truss,
https://www.crunchbase.com/organization/bazaar-2,
https://www.crunchbase.com/organization/twiggle,
https://www.crunchbase.com/organization/brd-motorcycles,
https://www.crunchbase.com/organization/chloe-isabel,
https://www.crunchbase.com/organization/loftsmart,
https://www.crunchbase.com/organization/juicero,
https://www.crunchbase.com/organization/welink,
https://www.crunchbase.com/organization/vector-space,
https://www.crunchbase.com/organization/petra-pharma-corporation,
https://www.crunchbase.com/organization/qordoba,
https://www.crunchbase.com/organization/renrenche-com,
https://www.crunchbase.com/organization/thriveon,
https://www.crunchbase.com/organization/nyotron,
https://www.crunchbase.com/organization/reflexion-health,
https://www.crunchbase.com/organization/sale-stock-indonesia,
https://www.crunchbase.com/organization/raena,
https://www.crunchbase.com/organization/altierre,
https://www.crunchbase.com/organization/bit-kitchen,
https://www.crunchbase.com/organization/ubeam,
https://www.crunchbase.com/organization/turing-pharmaceuticals,
https://www.crunchbase.com/organization/justintv,
https://www.crunchbase.com/organization/branded-online,
https://www.crunchbase.com/organization/toch,
https://www.crunchbase.com/organization/ceres-power,
https://www.crunchbase.com/organization/worldcover,
https://www.crunchbase.com/organization/sprig-2,
https://www.crunchbase.com/organization/shoes-of-prey,
https://www.crunchbase.com/organization/honestbee,
https://www.crunchbase.com/organization/odg,
https://www.crunchbase.com/organization/kahuna,
https://www.crunchbase.com/organization/aptera,
https://www.crunchbase.com/organization/zipline-medical,
https://www.crunchbase.com/organization/service,
https://www.crunchbase.com/organization/zero-mass-water,
https://www.crunchbase.com/organization/evive-health,
https://www.crunchbase.com/organization/justme,
https://www.crunchbase.com/organization/starsky-robotics,
https://www.crunchbase.com/organization/clearsky-data,
https://www.crunchbase.com/organization/narvii,
https://www.crunchbase.com/organization/cloudmine,
https://www.crunchbase.com/organization/airwood,
https://www.crunchbase.com/organization/restore-medical-solutions-inc,
https://www.crunchbase.com/organization/stage-4240,
https://www.crunchbase.com/organization/call9,
https://www.crunchbase.com/organization/awok-com,
https://www.crunchbase.com/organization/matahari-mall,
https://www.crunchbase.com/organization/yogome,
https://www.crunchbase.com/organization/archery-inc,
https://www.crunchbase.com/organization/novast,
https://www.crunchbase.com/organization/fractal-8d2b,
https://www.crunchbase.com/organization/spin-transfer-technologies,
https://www.crunchbase.com/organization/bracket-computing,
https://www.crunchbase.com/organization/unlockd-media,
https://www.crunchbase.com/organization/eccrine-systems,
https://www.crunchbase.com/organization/zestful,
https://www.crunchbase.com/organization/the-dao,
https://www.crunchbase.com/organization/oryx-vision,
https://www.crunchbase.com/organization/transerv,
https://www.crunchbase.com/organization/laurelandwolf,
https://www.crunchbase.com/organization/arivale,
https://www.crunchbase.com/organization/doppler-labs,
https://www.crunchbase.com/organization/nome-04c4,
https://www.crunchbase.com/organization/owl-cameras,
https://www.crunchbase.com/organization/brideside,
https://www.crunchbase.com/organization/homebay,
https://www.crunchbase.com/organization/yo,
https://www.crunchbase.com/organization/kevin-3e23,
https://www.crunchbase.com/organization/locent,
https://www.crunchbase.com/organization/sapphire-energy,
https://www.crunchbase.com/organization/twenty-two-motors,
https://www.crunchbase.com/organization/aiq,
https://www.crunchbase.com/organization/lighthouse-5,
https://www.crunchbase.com/organization/bds-analytics,
https://www.crunchbase.com/organization/loyal3,
https://www.crunchbase.com/organization/strategic-funding-source,
https://www.crunchbase.com/organization/drivescale,
https://www.crunchbase.com/organization/springhill-entertainment,
https://www.crunchbase.com/organization/cult,
https://www.crunchbase.com/organization/vessla,
https://www.crunchbase.com/organization/actiview-9cb4,
https://www.crunchbase.com/organization/mixcomm,
https://www.crunchbase.com/organization/better-place,
https://www.crunchbase.com/organization/jana,
https://www.crunchbase.com/organization/noveto-systems,
https://www.crunchbase.com/organization/memx,
https://www.crunchbase.com/organization/healthtell,
https://www.crunchbase.com/organization/zepo-technologies-pvt-ltd,
https://www.crunchbase.com/organization/pixie-technology,
https://www.crunchbase.com/organization/synereo,
https://www.crunchbase.com/organization/cryptomove,
https://www.crunchbase.com/organization/system1-biosciences,
https://www.crunchbase.com/organization/perfect-price,
https://www.crunchbase.com/organization/teld-new-energy,
https://www.crunchbase.com/organization/general-fluidics,
https://www.crunchbase.com/organization/terravion,
https://www.crunchbase.com/organization/babycare-shanghai,
https://www.crunchbase.com/organization/shopsy,
https://www.crunchbase.com/organization/cloudcar,
https://www.crunchbase.com/organization/docity,
https://www.crunchbase.com/organization/pi-charging,
https://www.crunchbase.com/organization/pretty-secrets,
https://www.crunchbase.com/organization/quaero-corporation,
https://www.crunchbase.com/organization/maxi-mobility,
https://www.crunchbase.com/organization/levels-beyond,
https://www.crunchbase.com/organization/seven-dreamers-laboratories-inc,
https://www.crunchbase.com/organization/limelight-bio,
https://www.crunchbase.com/organization/brandablela,
https://www.crunchbase.com/organization/sonoma,
https://www.crunchbase.com/organization/rfrsh-entertainment,
https://www.crunchbase.com/organization/blue-pillar,
https://www.crunchbase.com/organization/betgenius,
https://www.crunchbase.com/organization/playgame,
https://www.crunchbase.com/organization/hubble-8329,
https://www.crunchbase.com/organization/katia,
https://www.crunchbase.com/organization/novu-llc,
https://www.crunchbase.com/organization/dyamx,
https://www.crunchbase.com/organization/intellegrow,
https://www.crunchbase.com/organization/averon,
https://www.crunchbase.com/organization/blocks,
https://www.crunchbase.com/organization/astound-ai,
https://www.crunchbase.com/organization/lix-technologies,
https://www.crunchbase.com/organization/tienda-pago,
https://www.crunchbase.com/organization/fraudscope,
https://www.crunchbase.com/organization/cyanogen,
https://www.crunchbase.com/organization/dataculture-inc-,
https://www.crunchbase.com/organization/zglue,
https://www.crunchbase.com/organization/novi-finance,
https://www.crunchbase.com/organization/signostics,
https://www.crunchbase.com/organization/btcjam,
https://www.crunchbase.com/organization/elsen-trading,
https://www.crunchbase.com/organization/drive,
https://www.crunchbase.com/organization/ulysses,
https://www.crunchbase.com/organization/origin-wireless,
https://www.crunchbase.com/organization/hellomd,
https://www.crunchbase.com/organization/systum,
https://www.crunchbase.com/organization/trace-data,
https://www.crunchbase.com/organization/monotony-ai,
https://www.crunchbase.com/organization/babelbark,
https://www.crunchbase.com/organization/kindhealth,
https://www.crunchbase.com/organization/dvdendo,
https://www.crunchbase.com/organization/mini-exchange,
https://www.crunchbase.com/organization/360fly-inc,
https://www.crunchbase.com/organization/the-curious-al-company,
https://www.crunchbase.com/organization/nimble-collective,
https://www.crunchbase.com/organization/pocketmath,
https://www.crunchbase.com/organization/doodhwala,
https://www.crunchbase.com/organization/kettlebell-kitchen,
https://www.crunchbase.com/organization/toymail-co-,
https://www.crunchbase.com/organization/accelerate-learning,
https://www.crunchbase.com/organization/theon-therapeutics,
https://www.crunchbase.com/organization/cgtz,
https://www.crunchbase.com/organization/semantics3,
https://www.crunchbase.com/organization/redshare,
https://www.crunchbase.com/organization/numberai,
https://www.crunchbase.com/organization/dufl,
https://www.crunchbase.com/organization/sudden-coffee,
https://www.crunchbase.com/organization/bioamber,
https://www.crunchbase.com/organization/forefront-capital-management,
https://www.crunchbase.com/organization/shieldbio,
https://www.crunchbase.com/organization/saymosaic-inc,
https://www.crunchbase.com/organization/threadflip,
https://www.crunchbase.com/organization/jawbone-health,
https://www.crunchbase.com/organization/aglocal,
https://www.crunchbase.com/organization/cohera-medical,
https://www.crunchbase.com/organization/terra-motors,
https://www.crunchbase.com/organization/loktra,
https://www.crunchbase.com/organization/lesara,
https://www.crunchbase.com/organization/the-credit-junction,
https://www.crunchbase.com/organization/esgyn,
https://www.crunchbase.com/organization/site-1001-inc,
https://www.crunchbase.com/organization/dabkick,
https://www.crunchbase.com/organization/afrimax,
https://www.crunchbase.com/organization/roadstar-ai,
https://www.crunchbase.com/organization/increasecard,
https://www.crunchbase.com/organization/mode,
https://www.crunchbase.com/organization/true-zero,
https://www.crunchbase.com/organization/nova,
https://www.crunchbase.com/organization/chef-d,
https://www.crunchbase.com/organization/grateful-ventures,
https://www.crunchbase.com/organization/string-labs,
https://www.crunchbase.com/organization/azevtec,
https://www.crunchbase.com/organization/zebra,
https://www.crunchbase.com/organization/infibond,